Date,Symbol,Series,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Volume,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
2023-05-02,ICICIBANK,EQ,917.65,924.0,925.8,918.7,921.95,922.1,922.52,17515017.0,16158017786.15,171814.0,"48,73,474",27.82
2023-05-03,ICICIBANK,EQ,922.1,919.55,923.85,911.55,921.7,922.85,917.93,18715142.0,17179260633.2,193633.0,"48,06,434",25.68
2023-05-04,ICICIBANK,EQ,922.85,920.0,923.9,911.8,920.1,921.7,917.17,20485002.0,18788228239.4,182779.0,"39,68,637",19.37
2023-05-05,ICICIBANK,EQ,921.7,925.0,942.45,923.45,927.0,926.95,933.17,19002035.0,17732172083.15,233042.0,"65,86,561",34.66
2023-05-08,ICICIBANK,EQ,926.95,927.0,941.7,927.0,937.85,937.9,938.29,18623913.0,17474548902.45,173542.0,"43,06,643",23.12
2023-05-09,ICICIBANK,EQ,937.9,941.0,945.0,931.8,934.0,934.4,939.45,21507610.0,20205219030.0,197816.0,"55,37,901",25.75
2023-05-10,ICICIBANK,EQ,934.4,934.6,941.0,928.25,936.6,936.05,933.75,25910923.0,24194253986.15,210957.0,"71,46,365",27.58
2023-05-11,ICICIBANK,EQ,936.05,940.05,947.0,933.85,939.65,939.2,940.72,20027372.0,18840164285.9,213605.0,"44,33,797",22.14
2023-05-12,ICICIBANK,EQ,939.2,939.75,948.0,935.1,943.5,943.9,940.76,13873480.0,13051598098.95,197789.0,"40,40,266",29.12
2023-05-15,ICICIBANK,EQ,943.9,943.75,949.0,938.2,944.15,945.75,944.97,10453762.0,9878468196.25,164481.0,"33,09,735",31.66
2023-05-16,ICICIBANK,EQ,945.75,950.0,952.2,943.0,944.3,946.35,948.71,19612293.0,18606305163.9,226076.0,"65,10,403",33.2
2023-05-17,ICICIBANK,EQ,946.35,947.3,948.4,935.8,942.4,939.35,941.45,19273344.0,18144912091.25,249139.0,"66,32,984",34.42
2023-05-18,ICICIBANK,EQ,939.35,947.95,952.25,942.1,946.5,946.5,947.09,21550141.0,20409847199.75,209338.0,"51,63,840",23.96
2023-05-19,ICICIBANK,EQ,946.5,951.45,956.0,941.6,954.0,954.3,948.41,15427412.0,14631454419.2,256936.0,"44,57,516",28.89
2023-05-22,ICICIBANK,EQ,954.3,951.05,954.25,946.15,948.5,950.35,950.48,15509525.0,14741519452.5,174326.0,"29,18,539",18.82
2023-05-23,ICICIBANK,EQ,950.35,952.0,958.85,945.0,951.0,953.4,954.55,16579935.0,15826384807.3,179712.0,"59,76,229",36.04
2023-05-24,ICICIBANK,EQ,953.4,946.7,953.85,938.5,941.1,940.65,948.39,18049620.0,17118111862.45,156440.0,"50,58,988",28.03
2023-05-25,ICICIBANK,EQ,940.65,937.0,941.6,932.95,939.4,939.85,937.68,19328582.0,18124113002.95,165933.0,"54,34,226",28.11
2023-05-26,ICICIBANK,EQ,939.85,939.8,952.45,935.55,950.5,950.7,944.9,10957182.0,10353399956.05,116316.0,"28,42,350",25.94
2023-05-29,ICICIBANK,EQ,950.7,953.85,957.6,946.8,948.15,948.15,951.73,12108079.0,11523605997.05,154665.0,"41,63,616",34.39
2023-05-30,ICICIBANK,EQ,948.15,945.35,952.3,944.65,951.35,949.95,948.19,18483624.0,17525924428.0,165705.0,"50,95,077",27.57
2023-05-31,ICICIBANK,EQ,949.95,949.5,952.0,940.5,951.3,949.15,946.37,27254425.0,25792657193.2,196047.0,"1,21,63,846",44.63
2023-06-01,ICICIBANK,EQ,949.15,954.25,954.25,932.8,936.45,936.1,946.03,21650700.0,20482235167.7,199559.0,"43,44,533",20.07
2023-06-02,ICICIBANK,EQ,936.1,943.0,944.65,935.05,936.6,938.15,939.61,12494376.0,11739902972.45,202054.0,"49,00,317",39.22
2023-06-05,ICICIBANK,EQ,938.15,943.0,951.8,943.0,947.0,946.75,948.39,10751684.0,10196745923.25,124104.0,"25,00,361",23.26
2023-06-06,ICICIBANK,EQ,946.75,946.5,947.8,938.1,942.6,942.1,941.11,11894330.0,11193869092.55,140147.0,"38,28,216",32.19
2023-06-07,ICICIBANK,EQ,942.1,944.35,945.85,933.8,940.0,940.2,937.88,16486469.0,15462369201.45,201193.0,"55,62,271",33.74
2023-06-08,ICICIBANK,EQ,940.2,936.6,950.5,935.2,938.95,937.9,943.61,17608140.0,16615268439.75,191521.0,"44,67,667",25.37
2023-06-09,ICICIBANK,EQ,937.9,941.4,944.0,936.2,939.0,938.05,939.36,12253128.0,11510047267.8,160590.0,"50,41,613",41.15
2023-06-12,ICICIBANK,EQ,938.05,938.0,943.5,933.3,936.7,935.95,938.6,10520125.0,9874219363.85,163744.0,"44,95,674",42.73
2023-06-13,ICICIBANK,EQ,935.95,935.9,946.25,934.1,943.75,943.55,940.17,13528776.0,12719334878.3,184244.0,"51,23,245",37.87
2023-06-14,ICICIBANK,EQ,943.55,946.05,946.95,936.25,939.15,939.8,938.69,13489262.0,12662298905.9,161261.0,"71,33,576",52.88
2023-06-15,ICICIBANK,EQ,939.8,940.7,942.95,924.35,927.0,926.6,932.03,19366819.0,18050535655.75,196189.0,"63,80,876",32.95
2023-06-16,ICICIBANK,EQ,926.6,929.3,937.75,927.0,934.05,934.2,932.02,11249387.0,10484657237.25,166192.0,"63,55,075",56.49
2023-06-19,ICICIBANK,EQ,934.2,933.5,933.95,918.7,922.35,923.15,923.17,19351375.0,17864588448.55,282056.0,"75,25,806",38.89
2023-06-20,ICICIBANK,EQ,923.15,920.95,928.55,914.8,928.2,925.55,919.93,15212286.0,13994175555.45,287355.0,"70,46,483",46.32
2023-06-21,ICICIBANK,EQ,925.55,928.0,928.4,920.0,925.0,924.7,923.8,9210553.0,8508710895.75,157330.0,"37,66,988",40.9
2023-06-22,ICICIBANK,EQ,924.7,924.4,935.55,920.7,925.7,925.75,930.42,27291569.0,25392594584.0,215747.0,"54,86,085",20.1
2023-06-23,ICICIBANK,EQ,925.75,926.05,931.9,919.0,923.9,923.5,924.42,8767733.0,8105050233.05,155655.0,"29,61,310",33.78
2023-06-26,ICICIBANK,EQ,923.5,927.1,931.8,923.2,927.0,927.45,926.74,11749040.0,10888355748.15,195374.0,"77,29,710",65.79
2023-06-27,ICICIBANK,EQ,927.45,930.0,939.95,922.2,939.5,936.1,929.69,13422726.0,12478987767.95,212409.0,"84,71,994",63.12
2023-06-28,ICICIBANK,EQ,936.1,944.0,944.0,934.3,939.95,937.45,938.91,25708001.0,24137627542.55,315439.0,"1,23,89,281",48.19
2023-06-29,ICICIBANK,EQ,936.1,944.0,944.0,934.3,939.95,937.45,938.91,25708001.0,24137627542.55,315439.0,"1,23,89,281",48.19
2023-06-30,ICICIBANK,EQ,937.45,940.5,942.2,930.65,934.0,934.6,934.58,13843218.0,12937538588.05,238313.0,"97,40,979",70.37
2023-07-03,ICICIBANK,EQ,934.6,937.0,945.75,936.5,942.95,942.55,942.96,12350359.0,11645937223.35,280788.0,"71,91,470",58.23
2023-07-04,ICICIBANK,EQ,942.55,947.25,951.3,942.0,944.55,944.7,946.5,14041699.0,13290439502.7,230684.0,"55,67,115",39.65
2023-07-05,ICICIBANK,EQ,944.7,942.05,964.75,941.0,959.4,958.0,959.34,13817767.0,13256000056.3,236282.0,"58,35,096",42.23
2023-07-06,ICICIBANK,EQ,958.0,954.7,963.9,954.0,958.0,959.4,959.75,16334427.0,15676948689.65,265389.0,"69,51,795",42.56
2023-07-07,ICICIBANK,EQ,959.4,953.0,955.05,943.8,944.95,946.4,949.99,8593807.0,8163998786.25,205348.0,"47,72,725",55.54
2023-07-10,ICICIBANK,EQ,946.4,946.0,952.9,941.35,947.75,948.4,948.81,12069184.0,11451380722.1,239717.0,"54,31,652",45.0
2023-07-11,ICICIBANK,EQ,948.4,948.4,952.7,941.9,945.9,944.95,948.14,16977595.0,16097205936.2,274418.0,"60,71,134",35.76
2023-07-12,ICICIBANK,EQ,944.95,948.4,951.15,941.25,944.0,944.4,945.5,21511161.0,20338709528.85,341763.0,"1,11,47,680",51.82
2023-07-13,ICICIBANK,EQ,944.4,947.7,959.25,942.2,956.5,955.7,953.88,23222286.0,22151217019.2,320781.0,"52,69,391",22.69
2023-07-14,ICICIBANK,EQ,955.7,959.75,965.0,951.35,964.8,960.05,958.54,12871569.0,12337973703.65,233201.0,"52,46,174",40.76
2023-07-17,ICICIBANK,EQ,960.05,962.9,973.8,952.85,972.05,968.7,959.83,16290763.0,15636381792.45,227824.0,"41,01,652",25.18
2023-07-18,ICICIBANK,EQ,968.7,978.0,987.95,971.15,975.95,975.45,978.45,29709508.0,29069204304.05,402173.0,"43,62,080",14.68
2023-07-19,ICICIBANK,EQ,975.45,980.0,980.0,967.55,973.55,973.45,972.26,15994261.0,15550541577.95,228514.0,"26,50,920",16.57
2023-07-20,ICICIBANK,EQ,973.45,976.05,998.15,972.1,994.75,995.6,985.69,26487838.0,26108832396.35,299493.0,"82,81,653",31.27
2023-07-21,ICICIBANK,EQ,995.6,995.3,1001.45,988.8,1000.45,997.0,994.46,16903003.0,16809434509.7,255812.0,"63,24,995",37.42
2023-07-24,ICICIBANK,EQ,997.0,1004.95,1008.7,990.1,991.95,992.0,997.52,21687719.0,21633951939.75,358444.0,"77,69,554",35.82
2023-07-25,ICICIBANK,EQ,992.0,999.0,999.0,988.25,993.9,994.7,992.39,29325327.0,29102078261.1,365896.0,"79,73,286",27.19
2023-07-26,ICICIBANK,EQ,994.7,993.1,997.75,990.0,996.15,996.45,993.76,12780537.0,12700781383.7,211486.0,"41,77,342",32.69
2023-07-27,ICICIBANK,EQ,996.45,1002.55,1006.5,987.2,994.1,990.25,993.54,25932395.0,25764883809.1,320992.0,"79,28,081",30.57
2023-07-28,ICICIBANK,EQ,990.25,988.0,998.7,977.05,995.55,996.2,986.6,12584130.0,12415548731.2,286623.0,"55,31,491",43.96
2023-07-31,ICICIBANK,EQ,996.2,996.0,999.4,988.6,997.0,998.3,995.23,14303116.0,14234904667.9,232761.0,"57,82,607",40.43
2023-08-01,ICICIBANK,EQ,998.3,1001.65,1003.7,990.45,995.65,994.55,995.03,15508569.0,15431416863.2,233652.0,"30,62,074",19.74
2023-08-02,ICICIBANK,EQ,994.55,985.25,994.1,977.5,986.05,986.95,985.15,15787996.0,15553548909.85,243935.0,"58,45,658",37.03
2023-08-03,ICICIBANK,EQ,986.95,976.55,983.0,960.05,966.5,965.0,968.6,30994707.0,30021543110.85,409313.0,"1,14,92,374",37.08
2023-08-04,ICICIBANK,EQ,965.0,968.65,976.0,961.25,970.85,970.5,969.48,20582882.0,19954679141.05,296882.0,"74,76,579",36.32
2023-08-07,ICICIBANK,EQ,970.5,970.95,981.5,968.2,975.0,975.65,976.6,16686062.0,16295685155.95,224562.0,"73,09,302",43.8
2023-08-08,ICICIBANK,EQ,975.65,975.75,986.6,972.3,981.0,979.9,980.5,23784778.0,23321034820.05,298758.0,"64,14,691",26.97
2023-08-09,ICICIBANK,EQ,979.9,974.95,975.3,963.6,973.0,972.7,969.34,19317331.0,18725102116.35,196780.0,"50,05,743",25.91
2023-08-10,ICICIBANK,EQ,972.7,971.55,973.65,959.45,963.35,964.1,965.21,24858441.0,23993561281.3,336041.0,"56,15,817",22.59
2023-08-11,ICICIBANK,EQ,964.1,963.4,963.5,950.0,954.35,952.85,955.69,17162177.0,16401688668.6,194985.0,"81,84,004",47.69
2023-08-14,ICICIBANK,EQ,952.85,949.0,962.9,946.0,959.0,959.55,956.4,19026691.0,18197049210.4,245849.0,"66,87,043",35.15
2023-08-15,ICICIBANK,EQ,952.85,949.0,962.9,946.0,959.0,959.55,956.4,19026691.0,18197049210.4,245849.0,"66,87,043",35.15
2023-08-16,ICICIBANK,EQ,959.55,954.45,959.8,946.6,956.0,956.5,954.56,17930805.0,17116068426.3,189193.0,"52,28,649",29.16
2023-08-17,ICICIBANK,EQ,956.5,956.95,957.8,946.45,950.0,951.65,951.03,27077611.0,25751522550.55,332152.0,"78,67,476",29.06
2023-08-18,ICICIBANK,EQ,951.65,947.9,955.0,946.0,948.95,950.65,951.53,13257508.0,12614874160.35,215725.0,"55,53,198",41.89
2023-08-21,ICICIBANK,EQ,950.65,950.7,959.3,948.4,952.85,955.2,955.23,13358017.0,12759968175.35,253434.0,"65,86,890",49.31
2023-08-22,ICICIBANK,EQ,955.2,956.4,956.95,949.3,950.0,952.0,953.54,16872719.0,16088743644.25,284535.0,"55,43,301",32.85
2023-08-23,ICICIBANK,EQ,952.0,954.0,968.05,949.85,967.0,966.85,960.41,14707331.0,14125049768.25,331761.0,"56,47,028",38.4
2023-08-24,ICICIBANK,EQ,966.85,972.5,982.4,966.75,968.8,968.95,972.6,28389740.0,27611944070.65,343063.0,"56,39,523",19.86
2023-08-25,ICICIBANK,EQ,968.95,962.95,972.6,960.2,969.85,970.4,968.49,10275758.0,9951995362.2,196217.0,"39,08,857",38.04
2023-08-28,ICICIBANK,EQ,970.4,969.95,975.0,965.05,971.4,970.55,970.17,10481574.0,10168926507.6,245681.0,"48,41,265",46.19
2023-08-29,ICICIBANK,EQ,970.55,973.3,977.25,965.65,967.7,967.75,970.16,13209913.0,12815756159.75,220782.0,"40,65,107",30.77
2023-08-30,ICICIBANK,EQ,967.75,970.45,975.9,955.4,958.5,958.9,966.84,13936165.0,13474025378.85,277019.0,"58,38,998",41.9
2023-08-31,ICICIBANK,EQ,958.9,960.0,966.2,954.05,959.85,958.75,959.09,36675400.0,35174833652.85,365627.0,"1,54,61,131",42.16
2023-09-01,ICICIBANK,EQ,958.75,956.9,973.05,952.8,967.6,968.7,961.63,16268147.0,15643884506.15,269894.0,"72,06,654",44.3
2023-09-04,ICICIBANK,EQ,968.7,968.7,969.05,960.55,967.0,967.35,964.6,9512956.0,9176182299.3,209738.0,"44,30,060",46.57
2023-09-05,ICICIBANK,EQ,967.35,964.1,970.0,962.25,969.5,968.4,965.27,16623486.0,16046141015.75,259236.0,"49,04,307",29.5
2023-09-06,ICICIBANK,EQ,968.4,962.55,969.5,950.8,960.05,957.5,957.94,30802100.0,29506413588.7,436476.0,"96,61,765",31.37
2023-09-07,ICICIBANK,EQ,957.5,957.4,969.5,954.7,962.95,965.65,961.62,13462347.0,12945641821.95,244409.0,"44,41,841",32.99
2023-09-08,ICICIBANK,EQ,965.65,967.5,975.0,961.25,971.8,970.55,968.42,13086915.0,12673695006.9,219318.0,"50,29,816",38.43
2023-09-11,ICICIBANK,EQ,970.55,974.95,982.0,969.35,982.0,978.25,974.06,7894110.0,7689302117.05,213561.0,"41,47,416",52.54
2023-09-12,ICICIBANK,EQ,978.25,990.1,995.15,982.65,989.55,990.5,988.45,20959591.0,20717509808.35,297925.0,"87,02,966",41.52
2023-09-13,ICICIBANK,EQ,990.5,989.8,994.85,980.55,989.95,989.8,988.38,21997553.0,21742027080.55,363734.0,"71,27,182",32.4
2023-09-14,ICICIBANK,EQ,989.8,992.3,992.9,982.25,987.75,987.7,987.17,11464188.0,11317106954.4,215342.0,"50,42,479",43.98
